
央视频道,#genre#
CCTV3综艺,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路10』
CCTV3综艺,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8$LR•IPV4•18『线路11』
CCTV3综艺,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路12』
CCTV3综艺,http://tvbox6.icu/tv/migu.php?id=cctv3$LR•IPV4•18『线路13』
CCTV3综艺,http://112.27.235.94:8000/hls/3/index.m3u8$LR•IPV4•18『线路14』
CCTV3综艺,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8$LR•IPV4•18『线路15』
CCTV3综艺,http://123.130.84.106:8154/tsfile/live/0003_1.m3u8$LR•IPV4•18『线路16』
CCTV3综艺,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8$LR•IPV4•18『线路17』
CCTV3综艺,http://59.39.89.130:60901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•18『线路18』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4$LR•IPV4•23『线路1』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4o$LR•IPV4•23『线路2』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4a$LR•IPV4•23『线路3』
CCTV4中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•23『线路4』
CCTV4中文国际,http://112.27.235.94:8000/hls/4/index.m3u8$LR•IPV4•23『线路5』
CCTV4中文国际,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8$LR•IPV4•23『线路6』
CCTV4中文国际,http://112.46.85.60:8009/hls/4/index.m3u8$LR•IPV4•23『线路7』
CCTV4中文国际,http://183.11.239.36:808/hls/77/index.m3u8$LR•IPV4•23『线路8』
CCTV4中文国际,https://iptv.catvod.com/live.php?id=CCTV4&line=6$LR•IPV4•23『线路9』
CCTV4中文国际,https://iptv.catvod.com/live.php?id=CCTV4&line=3$LR•IPV4•23『线路10』
CCTV4中文国际,http://107.150.60.122/live/cctv4hd.m3u8$LR•IPV4•23『线路11』
CCTV4中文国际,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub$LR•IPV4•23『线路12』
CCTV4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8$LR•IPV4•23『线路13』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=cctv4$LR•IPV4•23『线路14』
CCTV4中文国际,http://fm1077.serv00.net/Smart.php?id=Cctv4$LR•IPV4•23『线路15』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4$LR•IPV4•23『线路16』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4o$LR•IPV4•23『线路17』
CCTV4中文国际,http://tvbox6.icu/tv/migu.php?id=cctv4a$LR•IPV4•23『线路18』
CCTV4中文国际,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•23『线路19』
CCTV4中文国际,http://183.11.239.36:808/hls/22/index.m3u8$LR•IPV4•23『线路20』
CCTV4中文国际,http://112.27.235.94:8000/hls/4/index.m3u8$LR•IPV4•23『线路21』
CCTV4中文国际,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8$LR•IPV4•23『线路22』
CCTV4中文国际,http://123.130.84.106:8154/tsfile/live/0004_1.m3u8$LR•IPV4•23『线路23』
CCTV5体育,http://43.251.226.89:8080/play/5.m3u8$LR•IPV4•25『线路1』
CCTV5体育,http://tvbox6.icu/tv/migu.php?id=cctv5$LR•IPV4•25『线路2』
CCTV5体育,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路3』
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•25『线路4』
CCTV5体育,http://112.46.85.60:8009/hls/503/index.m3u8$LR•IPV4•25『线路5』
CCTV5体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路6』
CCTV5体育,http://124.116.183.146:9901/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路7』
CCTV5体育,https://iptv.catvod.com/live.php?id=CCTV5&line=6$LR•IPV4•25『线路8』
CCTV5体育,https://iptv.catvod.com/live.php?id=CCTV5&line=1$LR•IPV4•25『线路9』
CCTV5体育,https://iptv.catvod.com/live.php?id=CCTV5&line=8$LR•IPV4•25『线路10』
CCTV5体育,https://iptv.catvod.com/live.php?id=CCTV5&line=10$LR•IPV4•25『线路11』
CCTV5体育,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub$LR•IPV4•25『线路12』
CCTV5体育,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•25『线路13』
CCTV5体育,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8$LR•IPV4•25『线路14』
CCTV5体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$LR•IPV4•25『线路15』
CCTV5体育,https://migu.188766.xyz/?migutoken=3803480da7c3ee6e07115f4bb5827c0d&id=CCTV5&type=yy$LR•IPV4•25『线路16』
CCTV5体育,http://fm1077.serv00.net/Smart.php?id=cctv5$LR•IPV4•25『线路17』
CCTV5体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•25『线路18』
CCTV5体育,http://43.251.226.89:8080/play/5.m3u8$LR•IPV4•25『线路19』
CCTV5体育,http://tvbox6.icu/tv/migu.php?id=cctv5$LR•IPV4•25『线路20』
CCTV5体育,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路21』
CCTV5体育,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•25『线路22』
CCTV5体育,http://183.11.239.36:808/hls/93/index.m3u8$LR•IPV4•25『线路23』
CCTV5体育,http://123.130.84.106:8154/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路24』
CCTV5体育,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8$LR•IPV4•25『线路25』
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•26『线路1』
CCTV5+体育赛事,http://43.251.226.89:8080/play/6.m3u8$LR•IPV4•26『线路2』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•26『线路3』
CCTV5+体育赛事,http://tvbox6.icu/tv/migu.php?id=cctv5p$LR•IPV4•26『线路4』
CCTV5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4•26『线路5』
CCTV5+体育赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4•26『线路6』
CCTV5+体育赛事,http://182.150.23.74:808/hls/16/index.m3u8$LR•IPV4•26『线路7』
CCTV5+体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8$LR•IPV4•26『线路8』
CCTV5+体育赛事,http://107.150.60.122/live/cctv5p.m3u8$LR•IPV4•26『线路9』
CCTV5+体育赛事,http://74.91.26.218:82/live/cctv5p.m3u8$LR•IPV4•26『线路10』
CCTV5+体育赛事,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009$LR•IPV4•26『线路11』
CCTV5+体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2$LR•IPV4•26『线路12』
CCTV5+体育赛事,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus$LR•IPV4•26『线路13』
CCTV5+体育赛事,http://fm1077.serv00.net/Smart.php?id=cctv5plus$LR•IPV4•26『线路14』
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8$LR•IPV6•26『线路15』
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$LR•IPV6•26『线路16』
CCTV5+体育赛事,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$LR•IPV6•26『线路17』
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•26『线路18』
CCTV5+体育赛事,http://43.251.226.89:8080/play/6.m3u8$LR•IPV4•26『线路19』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•26『线路20』
CCTV5+体育赛事,http://tvbox6.icu/tv/migu.php?id=cctv5p$LR•IPV4•26『线路21』
CCTV5+体育赛事,http://74.91.26.218:82/live/cctv5p.m3u8$LR•IPV4•26『线路22』
CCTV5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4•26『线路23』
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•26『线路24』
CCTV5+体育赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4•26『线路25』
CCTV5+体育赛事,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8$LR•IPV4•26『线路26』
CCTV6电影,http://43.251.226.89:8080/play/7.m3u8$LR•IPV4•23『线路1』
CCTV6电影,http://tvbox6.icu/tv/migu.php?id=cctv6$LR•IPV4•23『线路2』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•23『线路3』
CCTV6电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=cctv6$LR•IPV4•23『线路4』
CCTV6电影,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8$LR•IPV4•23『线路5』
CCTV6电影,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8$LR•IPV4•23『线路6』
CCTV6电影,http://182.150.23.74:808/hls/6/index.m3u8$LR•IPV4•23『线路7』
CCTV6电影,http://183.11.239.36:808/hls/94/index.m3u8$LR•IPV4•23『线路8』
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6&line=7$LR•IPV4•23『线路9』
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6&line=11$LR•IPV4•23『线路10』
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6&line=5$LR•IPV4•23『线路11』
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6&line=13$LR•IPV4•23『线路12』
CCTV6电影,https://iptv.catvod.com/live.php?id=CCTV6&line=9$LR•IPV4•23『线路13』
CCTV6电影,http://fm1077.serv00.net/Smart.php?id=cctv6$LR•IPV4•23『线路14』
CCTV6电影,http://43.251.226.89:8080/play/7.m3u8$LR•IPV4•23『线路15』
CCTV6电影,http://tvbox6.icu/tv/migu.php?id=cctv6$LR•IPV4•23『线路16』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•23『线路17』
CCTV6电影,http://xxwx.yoesun.com/xxw/1905电影网.php?id=cctv6$LR•IPV4•23『线路18』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•23『线路19』
CCTV6电影,http://123.129.70.178:9901/tsfile/live/0006_1.m3u8$LR•IPV4•23『线路20』
CCTV6电影,http://123.130.84.106:8154/tsfile/live/0006_1.m3u8$LR•IPV4•23『线路21』
CCTV6电影,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8$LR•IPV4•23『线路22』
CCTV6电影,http://101.66.198.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•23『线路23』
CCTV7国防军事,http://43.251.226.89:8080/play/8.m3u8$LR•IPV4•20『线路1』
CCTV7国防军事,http://tvbox6.icu/tv/migu.php?id=cctv7$LR•IPV4•20『线路2』
CCTV7国防军事,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8$LR•IPV4•20『线路3』
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•20『线路4』
CCTV7国防军事,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4•20『线路5』
CCTV7国防军事,http://182.150.23.74:808/hls/7/index.m3u8$LR•IPV4•20『线路6』
CCTV7国防军事,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4•20『线路7』
CCTV7国防军事,https://iptv.catvod.com/live.php?id=CCTV7&line=2$LR•IPV4•20『线路8』
CCTV7国防军事,https://iptv.catvod.com/live.php?id=CCTV7&line=3$LR•IPV4•20『线路9』
CCTV7国防军事,https://iptv.catvod.com/live.php?id=CCTV7&line=7$LR•IPV4•20『线路10』
CCTV7国防军事,https://iptv.catvod.com/live.php?id=CCTV7&line=9$LR•IPV4•20『线路11』
CCTV7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8$LR•IPV4•20『线路12』
CCTV7国防军事,http://fm1077.serv00.net/Smart.php?id=cctv7$LR•IPV4•20『线路13』
CCTV7国防军事,http://43.251.226.89:8080/play/8.m3u8$LR•IPV4•20『线路14』
CCTV7国防军事,http://tvbox6.icu/tv/migu.php?id=cctv7$LR•IPV4•20『线路15』
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•20『线路16』
CCTV7国防军事,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4•20『线路17』
CCTV7国防军事,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4•20『线路18』
CCTV7国防军事,http://123.129.70.178:9901/tsfile/live/0007_1.m3u8$LR•IPV4•20『线路19』
CCTV7国防军事,http://101.66.198.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•20『线路20』
CCTV8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•22『线路1』
CCTV8电视剧,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•22『线路2』
CCTV8电视剧,http://tvbox6.icu/tv/migu.php?id=cctv8$LR•IPV4•22『线路3』
CCTV8电视剧,http://112.46.85.60:8009/hls/8/index.m3u8$LR•IPV4•22『线路4』
CCTV8电视剧,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8$LR•IPV4•22『线路5』
CCTV8电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8$LR•IPV4•22『线路6』
CCTV8电视剧,http://183.11.239.36:808/hls/96/index.m3u8$LR•IPV4•22『线路7』
CCTV8电视剧,http://124.116.183.146:9901/tsfile/live/0008_1.m3u8$LR•IPV4•22『线路8』
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8&line=10$LR•IPV4•22『线路9』
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8&line=15$LR•IPV4•22『线路10』
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8&line=11$LR•IPV4•22『线路11』
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8&line=14$LR•IPV4•22『线路12』
CCTV8电视剧,https://iptv.catvod.com/live.php?id=CCTV8&line=4$LR•IPV4•22『线路13』
CCTV8电视剧,http://fm1077.serv00.net/Smart.php?id=cctv8hd$LR•IPV4•22『线路14』
CCTV8电视剧,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•22『线路15』
CCTV8电视剧,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•22『线路16』
CCTV8电视剧,http://tvbox6.icu/tv/migu.php?id=cctv8$LR•IPV4•22『线路17』
CCTV8电视剧,http://gmxw.7766.org:808/hls/96/index.m3u8$LR•IPV4•22『线路18』
CCTV8电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8$LR•IPV4•22『线路19』
CCTV8电视剧,http://112.27.235.94:8000/hls/9/index.m3u8$LR•IPV4•22『线路20』
CCTV8电视剧,http://112.46.85.60:8009/hls/8/index.m3u8$LR•IPV4•22『线路21』
CCTV8电视剧,http://123.130.84.106:8154/tsfile/live/0008_1.m3u8$LR•IPV4•22『线路22』
CCTV9纪录,http://tvbox6.icu/tv/migu.php?id=cctv9$LR•IPV4•18『线路1』
CCTV9纪录,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8$LR•IPV4•18『线路2』
CCTV9纪录,http://112.46.85.60:8009/hls/509/index.m3u8$LR•IPV4•18『线路3』
CCTV9纪录,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8$LR•IPV4•18『线路4』
CCTV9纪录,http://112.27.235.94:8000/hls/10/index.m3u8$LR•IPV4•18『线路5』
CCTV9纪录,http://183.11.239.36:808/hls/27/index.m3u8$LR•IPV4•18『线路6』
CCTV9纪录,https://iptv.catvod.com/live.php?id=CCTV9&line=3$LR•IPV4•18『线路7』
CCTV9纪录,https://iptv.catvod.com/live.php?id=CCTV9&line=5$LR•IPV4•18『线路8』
CCTV9纪录,https://iptv.catvod.com/live.php?id=CCTV9&line=4$LR•IPV4•18『线路9』
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4•18『线路10』
CCTV9纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub$LR•IPV4•18『线路11』
CCTV9纪录,http://fm1077.serv00.net/Smart.php?id=cctv9hd$LR•IPV4•18『线路12』
CCTV9纪录,http://tvbox6.icu/tv/migu.php?id=cctv9$LR•IPV4•18『线路13』
CCTV9纪录,http://112.27.235.94:8000/hls/10/index.m3u8$LR•IPV4•18『线路14』
CCTV9纪录,http://123.129.70.178:9901/tsfile/live/0009_1.m3u8$LR•IPV4•18『线路15』
CCTV9纪录,http://123.130.84.106:8154/tsfile/live/0009_1.m3u8$LR•IPV4•18『线路16』
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8$LR•IPV4•18『线路17』
CCTV9纪录,http://183.11.239.36:808/hls/27/index.m3u8$LR•IPV4•18『线路18』
CCTV10科教,http://43.251.226.89:8080/play/11.m3u8$LR•IPV4•18『线路1』
CCTV10科教,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路2』
CCTV10科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路3』
CCTV10科教,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4•18『线路4』
CCTV10科教,http://124.116.183.146:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路5』
CCTV10科教,http://183.11.239.36:808/hls/28/index.m3u8$LR•IPV4•18『线路6』
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10&line=3$LR•IPV4•18『线路7』
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10&line=2$LR•IPV4•18『线路8』
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10&line=10$LR•IPV4•18『线路9』
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10&line=8$LR•IPV4•18『线路10』
CCTV10科教,https://iptv.catvod.com/live.php?id=CCTV10&line=6$LR•IPV4•18『线路11』
CCTV10科教,http://fm1077.serv00.net/Smart.php?id=cctv10hd$LR•IPV4•18『线路12』
CCTV10科教,http://43.251.226.89:8080/play/11.m3u8$LR•IPV4•18『线路13』
CCTV10科教,http://112.27.235.94:8000/hls/11/index.m3u8$LR•IPV4•18『线路14』
CCTV10科教,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路15』
CCTV10科教,http://123.130.84.106:8154/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路16』
CCTV10科教,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路17』
CCTV10科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8$LR•IPV4•18『线路18』
CCTV11戏曲,http://tvbox6.icu/tv/migu.php?id=cctv11$LR•IPV4•18『线路1』
CCTV11戏曲,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4•18『线路2』
CCTV11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路3』
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路4』
CCTV11戏曲,http://182.150.23.74:808/hls/11/index.m3u8$LR•IPV4•18『线路5』
CCTV11戏曲,http://183.11.239.36:808/hls/29/index.m3u8$LR•IPV4•18『线路6』
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11&line=2$LR•IPV4•18『线路7』
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11&line=5$LR•IPV4•18『线路8』
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11&line=3$LR•IPV4•18『线路9』
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11&line=7$LR•IPV4•18『线路10』
CCTV11戏曲,https://iptv.catvod.com/live.php?id=CCTV11&line=4$LR•IPV4•18『线路11』
CCTV11戏曲,http://fm1077.serv00.net/Smart.php?id=cctv11$LR•IPV4•18『线路12』
CCTV11戏曲,http://tvbox6.icu/tv/migu.php?id=cctv11$LR•IPV4•18『线路13』
CCTV11戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路14』
CCTV11戏曲,http://112.27.235.94:8000/hls/12/index.m3u8$LR•IPV4•18『线路15』
CCTV11戏曲,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路16』
CCTV11戏曲,http://123.130.84.106:8154/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路17』
CCTV11戏曲,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8$LR•IPV4•18『线路18』
CCTV12社会与法,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•21『线路1』
CCTV12社会与法,http://tvbox6.icu/tv/migu.php?id=cctv12$LR•IPV4•21『线路2』
CCTV12社会与法,http://112.27.235.94:8000/hls/13/index.m3u8$LR•IPV4•21『线路3』
CCTV12社会与法,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8$LR•IPV4•21『线路4』
CCTV12社会与法,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8$LR•IPV4•21『线路5』
CCTV12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4•21『线路6』
CCTV12社会与法,http://183.11.239.36:808/hls/30/index.m3u8$LR•IPV4•21『线路7』
CCTV12社会与法,https://iptv.catvod.com/live.php?id=CCTV12&line=6$LR•IPV4•21『线路8』
